Channel;Counts;;; 
33930;0;;;
33950;0;;;
33970;0;;;
33990;0;;;
34010;1;;;
34030;0;;;
34050;0;;;
34070;0;;;
34090;0;;;
34110;0;;;
34130;0;;;
34150;0;;;
34170;0;;;
34190;0;;;
34210;0;;;
34230;0;;;
34250;0;;;
34270;0;;;
34290;0;;;
34310;0;;;
34330;0;;;
34350;0;;;
34370;1;;;
34390;0;;;
34410;0;;;
34430;0;;;
34450;0;;;
34470;1;;;
34490;0;;;
34510;0;;;
34530;0;;;
34550;0;;;
34570;0;;;
34590;0;;;
34610;0;;;
34630;0;;;
34650;0;;;
34670;0;;;
34690;0;;;
34710;0;;;
34730;0;;;
34750;0;;;
34770;0;;;
34790;0;;;
34810;0;;;
34830;0;;;
34850;0;;;
34870;0;;;
34890;1;;;
34910;0;;;
34930;0;;;
34950;0;;;
34970;0;;;
34990;0;;;
35010;0;;;
35030;0;;;
35050;0;;;
35070;0;;;
35090;0;;;
35110;1;;;
35130;0;;;
35150;0;;;
35170;0;;;
35190;0;;;
35210;0;;;
35230;0;;;
35250;0;;;
35270;0;;;
35290;0;;;
35310;0;;;
35330;0;;;
35350;1;;;
35370;0;;;
35390;0;;;
35410;0;;;
35430;0;;;
35450;0;;;
35470;0;;;
35490;0;;;
35510;0;;;
35530;0;;;
35550;0;;;
35570;0;;;
35590;0;;;
35610;0;;;
35630;0;;;
35650;0;;;
35670;0;;;
35690;0;;;
35710;0;;;
35730;0;;;
35750;0;;;
35770;0;;;
35790;0;;;
35810;2;;;
35830;0;;;
35850;0;;;
35870;0;;;
35890;0;;;
35910;0;;;
35930;0;;;
35950;1;;;
35970;0;;;
35990;0;;;
36010;0;;;
36030;0;;;
36050;0;;;
36070;0;;;
36090;0;;;
36110;0;;;
36130;0;;;
36150;0;;;
36170;0;;;
36190;0;;;
36210;0;;;
36230;1;;;
36250;0;;;
36270;0;;;
36290;0;;;
36310;1;;;
36330;0;;;
36350;0;;;
36370;0;;;
36390;0;;;
36410;1;;;
36430;0;;;
36450;0;;;
36470;0;;;
36490;0;;;
36510;0;;;
36530;0;;;
36550;0;;;
36570;0;;;
36590;0;;;
36610;0;;;
36630;0;;;
36650;0;;;
36670;1;;;
36690;0;;;
36710;0;;;
36730;0;;;
36750;0;;;
36770;0;;;
36790;0;;;
36810;1;;;
36830;0;;;
36850;0;;;
36870;0;;;
36890;0;;;
36910;0;;;
36930;0;;;
36950;0;;;
36970;0;;;
36990;0;;;
37010;1;;;
37030;1;;;
37050;0;;;
37070;0;;;
37090;0;;;
37110;0;;;
37130;0;;;
37150;0;;;
37170;0;;;
37190;1;;;
37210;0;;;
37230;0;;;
37250;0;;;
37270;0;;;
37290;1;;;
37310;0;;;
37330;0;;;
37350;0;;;
37370;0;;;
37390;0;;;
37410;0;;;
37430;0;;;
37450;0;;;
37470;0;;;
37490;0;;;
37510;0;;;
37530;0;;;
37550;0;;;
37570;0;;;
37590;0;;;
37610;0;;;
37630;0;;;
37650;0;;;
37670;0;;;
37690;0;;;
37710;0;;;
37730;1;;;
37750;0;;;
37770;0;;;
37790;0;;;
37810;0;;;
37830;0;;;
37850;0;;;
37870;0;;;
37890;0;;;
37910;0;;;
37930;0;;;
37950;1;;;
37970;0;;;
37990;0;;;
38010;1;;;
38030;0;;;
38050;0;;;
38070;0;;;
38090;0;;;
38110;0;;;
38130;0;;;
38150;0;;;
38170;0;;;
38190;0;;;
38210;0;;;
38230;0;;;
38250;0;;;
38270;0;;;
38290;0;;;
38310;0;;;
38330;0;;;
38350;0;;;
38370;0;;;
38390;0;;;
38410;0;;;
38430;0;;;
38450;0;;;
38470;1;;;
38490;0;;;
38510;1;;;
38530;0;;;
38550;0;;;
38570;0;;;
38590;0;;;
38610;0;;;
38630;0;;;
38650;0;;;
38670;0;;;
38690;1;;;
38710;0;;;
38730;0;;;
38750;0;;;
38770;0;;;
38790;0;;;
38810;0;;;
38830;0;;;
38850;0;;;
38870;0;;;
38890;0;;;
38910;0;;;
38930;0;;;
38950;0;;;
38970;0;;;
38990;1;;;
39010;0;;;
39030;0;;;
39050;0;;;
39070;0;;;
39090;0;;;
39110;1;;;
39130;1;;;
39150;0;;;
39170;0;;;
39190;0;;;
39210;0;;;
39230;0;;;
39250;0;;;
39270;0;;;
39290;0;;;
39310;0;;;
39330;1;;;
39350;0;;;
39370;0;;;
39390;0;;;
39410;0;;;
39430;0;;;
39450;0;;;
39470;0;;;
39490;1;;;
39510;0;;;
39530;0;;;
39550;0;;;
39570;0;;;
39590;0;;;
39610;0;;;
39630;0;;;
39650;0;;;
39670;0;;;
39690;0;;;
39710;0;;;
39730;0;;;
39750;0;;;
39770;0;;;
39790;0;;;
39810;0;;;
39830;0;;;
39850;0;;;
39870;0;;;
39890;0;;;
39910;0;;;
39930;0;;;
39950;0;;;
39970;0;;;
39990;1;;;
40010;0;;;
40030;0;;;
40050;1;;;
40070;0;;;
40090;0;;;
40110;0;;;
40130;0;;;
40150;0;;;
40170;0;;;
40190;0;;;
40210;0;;;
40230;0;;;
40250;0;;;
40270;0;;;
40290;0;;;
40310;0;;;
40330;0;;;
40350;0;;;
40370;0;;;
40390;0;;;
40410;0;;;
40430;0;;;
40450;0;;;
40470;0;;;
40490;0;;;
40510;1;;;
40530;0;;;
40550;0;;;
40570;0;;;
40590;0;;;
40610;0;;;
40630;0;;;
40650;0;;;
40670;0;;;
40690;0;;;
40710;0;;;
40730;0;;;
40750;0;;;
40770;0;;;
40790;1;;;
40810;0;;;
40830;0;;;
40850;0;;;
40870;0;;;
40890;0;;;
40910;0;;;
40930;0;;;
40950;1;;;
40970;0;;;
40990;0;;;
41010;0;;;
41030;0;;;
41050;0;;;
41070;0;;;
41090;0;;;
41110;0;;;
41130;0;;;
41150;1;;;
41170;0;;;
41190;0;;;
41210;0;;;
41230;0;;;
41250;0;;;
41270;0;;;
41290;1;;;
41310;0;;;
41330;0;;;
41350;0;;;
41370;0;;;
41390;0;;;
41410;0;;;
41430;0;;;
41450;0;;;
41470;0;;;
41490;0;;;
41510;0;;;
41530;0;;;
41550;0;;;
41570;0;;;
41590;0;;;
41610;0;;;
41630;0;;;
41650;0;;;
41670;0;;;
41690;1;;;
41710;0;;;
41730;0;;;
41750;0;;;
41770;0;;;
41790;0;;;
41810;0;;;
41830;0;;;
41850;0;;;
41870;0;;;
41890;0;;;
41910;0;;;
41930;0;;;
41950;0;;;
41970;0;;;
41990;0;;;
42010;0;;;
42030;0;;;
42050;0;;;
42070;0;;;
42090;1;;;
42110;0;;;
42130;0;;;
42150;0;;;
42170;0;;;
42190;0;;;
42210;0;;;
42230;0;;;
42250;0;;;
42270;0;;;
42290;0;;;
42310;0;;;
42330;0;;;
42350;0;;;
42370;0;;;
42390;0;;;
42410;0;;;
42430;0;;;
42450;0;;;
42470;0;;;
42490;0;;;
42510;0;;;
42530;0;;;
42550;0;;;
42570;0;;;
42590;0;;;
42610;0;;;
42630;0;;;
42650;0;;;
42670;0;;;
42690;0;;;
42710;0;;;
42730;0;;;
42750;0;;;
42770;0;;;
42790;0;;;
42810;0;;;
42830;0;;;
42850;0;;;
42870;0;;;
42890;0;;;
42910;0;;;
42930;0;;;
42950;1;;;
42970;0;;;
42990;0;;;
43010;0;;;
43030;0;;;
43050;0;;;
43070;0;;;
43090;0;;;
43110;0;;;
43130;0;;;
43150;0;;;
43170;0;;;
43190;0;;;
43210;0;;;
43230;0;;;
43250;0;;;
43270;0;;;
43290;0;;;
43310;0;;;
43330;0;;;
43350;0;;;
43370;0;;;
43390;0;;;
43410;0;;;
43430;0;;;
43450;0;;;
43470;0;;;
43490;0;;;
43510;0;;;
43530;0;;;
43550;0;;;
43570;0;;;
43590;0;;;
43610;0;;;
43630;0;;;
43650;0;;;
43670;0;;;
43690;0;;;
43710;0;;;
43730;0;;;
43750;0;;;
43770;0;;;
43790;0;;;
43810;0;;;
43830;0;;;
43850;0;;;
43870;0;;;
43890;0;;;
43910;0;;;
43930;0;;;
43950;0;;;
43970;0;;;
43990;0;;;
44010;0;;;
44030;0;;;
44050;1;;;
44070;0;;;
44090;0;;;
44110;0;;;
44130;0;;;
44150;0;;;
44170;1;;;
44190;0;;;
44210;0;;;
44230;0;;;
44250;0;;;
44270;0;;;
44290;0;;;
44310;0;;;
44330;0;;;
44350;0;;;
44370;0;;;
44390;0;;;
44410;0;;;
44430;0;;;
44450;0;;;
44470;0;;;
44490;1;;;
44510;0;;;
44530;0;;;
44550;0;;;
44570;0;;;
44590;0;;;
44610;0;;;
44630;0;;;
44650;0;;;
44670;0;;;
44690;0;;;
44710;0;;;
44730;0;;;
44750;2;;;
44770;0;;;
44790;0;;;
44810;0;;;
44830;0;;;
44850;0;;;
44870;0;;;
44890;0;;;
44910;0;;;
44930;0;;;
44950;0;;;
44970;0;;;
44990;0;;;
45010;0;;;
45030;0;;;
45050;0;;;
45070;0;;;
45090;0;;;
45110;0;;;
45130;0;;;
45150;0;;;
45170;0;;;
45190;0;;;
45210;0;;;
45230;0;;;
45250;0;;;
45270;0;;;
45290;0;;;
45310;0;;;
45330;0;;;
45350;0;;;
45370;0;;;
45390;0;;;
45410;0;;;
45430;0;;;
45450;0;;;
45470;0;;;
45490;0;;;
45510;0;;;
45530;0;;;
45550;0;;;
45570;0;;;
45590;0;;;
45610;0;;;
45630;0;;;
45650;0;;;
45670;0;;;
45690;0;;;
45710;0;;;
45730;0;;;
45750;0;;;
45770;0;;;
45790;0;;;
45810;0;;;
45830;0;;;
45850;0;;;
45870;0;;;
45890;0;;;
45910;0;;;
45930;0;;;
45950;0;;;
45970;0;;;
45990;0;;;
46010;0;;;
46030;0;;;
46050;0;;;
46070;0;;;
46090;0;;;
46110;0;;;
46130;0;;;
46150;0;;;
46170;0;;;
46190;0;;;
46210;0;;;
46230;0;;;
46250;0;;;
46270;0;;;
46290;0;;;
46310;0;;;
46330;0;;;
46350;0;;;
46370;0;;;
46390;0;;;
46410;0;;;
46430;0;;;
46450;0;;;
46470;0;;;
46490;0;;;
46510;0;;;
46530;0;;;
46550;0;;;
46570;0;;;
46590;0;;;
46610;0;;;
46630;0;;;
46650;0;;;
46670;0;;;
46690;0;;;
46710;0;;;
46730;0;;;
46750;0;;;
46770;0;;;
46790;0;;;
46810;0;;;
46830;0;;;
46850;0;;;
46870;0;;;
46890;0;;;
46910;0;;;
46930;0;;;
46950;0;;;
46970;0;;;
46990;0;;;
47010;0;;;
47030;0;;;
47050;0;;;
47070;0;;;
47090;0;;;
47110;0;;;
47130;0;;;
47150;0;;;
47170;0;;;
47190;0;;;
47210;0;;;
47230;0;;;
47250;0;;;
47270;0;;;
47290;0;;;
47310;0;;;
47330;0;;;
47350;0;;;
47370;0;;;
47390;0;;;
47410;0;;;
47430;0;;;
47450;0;;;
47470;0;;;
47490;0;;;
47510;0;;;
47530;0;;;
47550;0;;;
47570;0;;;
47590;0;;;
47610;0;;;
47630;0;;;
47650;0;;;
47670;0;;;
47690;0;;;
47710;0;;;
47730;0;;;
47750;0;;;
47770;0;;;
47790;0;;;
47810;0;;;
47830;0;;;
47850;0;;;
47870;0;;;
47890;0;;;
47910;0;;;
47930;0;;;
47950;0;;;
47970;0;;;
47990;0;;;
48010;0;;;
48030;0;;;
48050;0;;;
48070;0;;;
48090;0;;;
48110;0;;;
48130;0;;;
48150;0;;;
48170;0;;;
48190;0;;;
48210;0;;;
48230;0;;;
48250;0;;;
48270;0;;;
48290;0;;;
48310;0;;;
48330;0;;;
48350;0;;;
48370;0;;;
48390;0;;;
48410;0;;;
48430;0;;;
48450;0;;;
48470;0;;;
48490;0;;;
48510;0;;;
48530;0;;;
48550;0;;;
48570;0;;;
48590;0;;;
48610;0;;;
48630;0;;;
48650;0;;;
48670;0;;;
48690;0;;;
48710;0;;;
48730;0;;;
48750;0;;;
48770;0;;;
48790;0;;;
48810;0;;;
48830;0;;;
48850;0;;;
48870;0;;;
48890;0;;;
48910;0;;;
48930;0;;;
48950;0;;;
48970;0;;;
48990;0;;;
49010;0;;;
49030;0;;;
49050;0;;;
49070;0;;;
49090;0;;;
49110;0;;;
49130;0;;;
49150;0;;;
49170;0;;;
49190;0;;;
49210;0;;;
49230;0;;;
49250;0;;;
49270;0;;;
49290;0;;;
49310;0;;;
49330;0;;;
49350;0;;;
49370;0;;;
49390;0;;;
49410;0;;;
49430;0;;;
49450;0;;;
49470;0;;;
49490;0;;;
49510;0;;;
49530;0;;;
49550;0;;;
49570;0;;;
49590;0;;;
49610;0;;;
49630;0;;;
49650;0;;;
49670;0;;;
49690;0;;;
49710;0;;;
49730;0;;;
49750;0;;;
49770;0;;;
49790;0;;;
49810;0;;;
49830;0;;;
49850;0;;;
49870;0;;;
49890;0;;;
49910;0;;;
49930;0;;;
49950;0;;;
49970;0;;;
49990;0;;;
50010;0;;;
50030;0;;;
50050;0;;;
50070;0;;;
50090;0;;;
50110;0;;;
50130;0;;;
50150;0;;;
50170;0;;;
50190;0;;;
50210;0;;;
50230;0;;;
50250;0;;;
50270;0;;;
50290;0;;;
50310;0;;;
50330;0;;;
50350;0;;;
50370;0;;;
50390;0;;;
50410;0;;;
50430;0;;;
50450;0;;;
50470;0;;;
50490;0;;;
50510;0;;;
50530;0;;;
50550;0;;;
50570;0;;;
50590;0;;;
50610;0;;;
50630;0;;;
50650;0;;;
50670;0;;;
50690;0;;;
50710;0;;;
50730;0;;;
50750;0;;;
50770;0;;;
50790;0;;;
50810;0;;;
50830;0;;;
50850;0;;;
50870;0;;;
50890;0;;;
50910;0;;;
50930;0;;;
50950;0;;;
50970;0;;;
50990;0;;;
51010;0;;;
51030;0;;;
51050;0;;;
51070;0;;;
51090;0;;;
51110;0;;;
51130;0;;;
51150;0;;;
51170;0;;;
51190;0;;;
51210;0;;;
51230;0;;;
51250;0;;;
51270;0;;;
51290;0;;;
51310;0;;;
51330;0;;;
51350;0;;;
51370;0;;;
51390;0;;;
51410;0;;;
51430;0;;;
51450;0;;;
51470;0;;;
51490;0;;;
51510;0;;;
51530;0;;;
51550;0;;;
51570;0;;;
51590;0;;;
51610;0;;;
51630;0;;;
51650;0;;;
51670;0;;;
51690;0;;;
51710;0;;;
51730;0;;;
51750;0;;;
51770;0;;;
51790;0;;;
51810;0;;;
51830;0;;;
51850;0;;;
51870;0;;;
51890;0;;;
51910;0;;;
51930;0;;;
51950;0;;;
51970;0;;;
51990;0;;;
52010;0;;;
52030;0;;;
52050;0;;;
52070;0;;;
52090;0;;;
52110;0;;;
52130;0;;;
52150;0;;;
52170;0;;;
52190;0;;;
52210;0;;;
52230;0;;;
52250;0;;;
52270;0;;;
52290;0;;;
52310;0;;;
52330;0;;;
52350;0;;;
52370;0;;;
52390;0;;;
52410;0;;;
52430;0;;;
52450;0;;;
52470;0;;;
52490;0;;;
52510;0;;;
52530;0;;;
52550;0;;;
52570;0;;;
52590;0;;;
52610;0;;;
52630;0;;;
52650;0;;;
52670;0;;;
52690;0;;;
52710;0;;;
52730;0;;;
52750;0;;;
52770;0;;;
52790;0;;;
52810;0;;;
52830;0;;;
52850;0;;;
52870;0;;;
52890;0;;;
52910;0;;;
52930;0;;;
52950;0;;;
52970;0;;;
52990;0;;;
53010;0;;;
53030;0;;;
53050;0;;;
53070;0;;;
53090;0;;;
53110;0;;;
53130;0;;;
53150;0;;;
53170;0;;;
53190;0;;;
53210;0;;;
53230;0;;;
53250;0;;;
53270;0;;;
53290;0;;;
53310;0;;;
53330;0;;;
53350;0;;;
53370;0;;;
53390;0;;;
53410;0;;;
53430;0;;;
53450;0;;;
53470;0;;;
53490;0;;;
53510;0;;;
53530;0;;;
53550;0;;;
53570;0;;;
53590;0;;;
53610;0;;;
53630;0;;;
53650;0;;;
53670;0;;;
53690;0;;;
53710;0;;;
53730;0;;;
53750;0;;;
53770;0;;;
53790;0;;;
53810;0;;;
53830;0;;;
53850;0;;;
53870;0;;;
53890;0;;;
53910;0;;;
53930;0;;;
53950;0;;;
53970;0;;;
53990;0;;;
54010;0;;;
54030;0;;;
54050;0;;;
54070;0;;;
54090;0;;;
54110;0;;;
54130;0;;;
54150;0;;;
54170;0;;;
54190;0;;;
54210;0;;;
54230;0;;;
54250;0;;;
54270;0;;;
54290;0;;;
54310;0;;;
54330;0;;;
54350;0;;;
54370;0;;;
54390;0;;;
54410;0;;;
54430;0;;;
54450;0;;;
54470;0;;;
54490;0;;;
54510;0;;;
54530;0;;;
54550;0;;;
54570;0;;;
54590;0;;;
54610;0;;;
54630;0;;;
54650;0;;;
54670;0;;;
54690;0;;;
54710;0;;;
54730;0;;;
54750;0;;;
54770;0;;;
54790;0;;;
54810;0;;;
54830;0;;;
54850;0;;;
54870;0;;;
54890;0;;;
54910;0;;;
54930;0;;;
54950;0;;;
54970;0;;;
54990;0;;;
55010;0;;;
55030;0;;;
55050;0;;;
55070;0;;;
55090;0;;;
55110;0;;;
55130;0;;;
55150;0;;;
55170;0;;;
55190;0;;;
55210;0;;;
55230;0;;;
55250;0;;;
55270;0;;;
55290;0;;;
55310;0;;;
55330;0;;;
55350;0;;;
55370;0;;;
55390;0;;;
55410;0;;;
55430;0;;;
55450;0;;;
55470;0;;;
55490;0;;;
55510;0;;;
55530;0;;;
55550;0;;;
55570;0;;;
55590;0;;;
55610;0;;;
55630;0;;;
55650;0;;;
55670;0;;;
55690;0;;;
55710;0;;;
55730;0;;;
55750;0;;;
55770;0;;;
55790;0;;;
55810;0;;;
55830;0;;;
55850;0;;;
55870;0;;;
55890;0;;;
55910;0;;;
55930;0;;;
55950;0;;;
55970;0;;;
55990;0;;;
56010;0;;;
56030;0;;;
56050;0;;;
56070;0;;;
56090;0;;;
56110;0;;;
56130;0;;;
56150;0;;;
56170;0;;;
56190;0;;;
56210;0;;;
56230;0;;;
56250;0;;;
56270;0;;;
56290;0;;;
56310;0;;;
56330;0;;;
56350;0;;;
56370;0;;;
56390;0;;;
56410;0;;;
56430;0;;;
56450;0;;;
56470;0;;;
56490;0;;;
56510;0;;;
56530;0;;;
56550;0;;;
56570;0;;;
56590;0;;;
56610;0;;;
56630;0;;;
56650;0;;;
56670;0;;;
56690;0;;;
56710;0;;;
56730;0;;;
56750;0;;;
56770;0;;;
56790;0;;;
56810;0;;;
56830;0;;;
56850;0;;;
56870;0;;;
56890;0;;;
56910;0;;;
56930;0;;;
56950;0;;;
56970;0;;;
56990;0;;;
57010;0;;;
57030;0;;;
57050;0;;;
57070;0;;;
57090;0;;;
57110;0;;;
57130;0;;;
57150;0;;;
57170;0;;;
57190;0;;;
57210;0;;;
57230;0;;;
57250;0;;;
57270;0;;;
57290;0;;;
57310;0;;;
57330;0;;;
57350;0;;;
57370;0;;;
57390;0;;;
57410;0;;;
57430;0;;;
57450;0;;;
57470;0;;;
57490;0;;;
57510;0;;;
57530;0;;;
57550;0;;;
57570;0;;;
57590;0;;;
57610;0;;;
57630;0;;;
57650;0;;;
57670;0;;;
57690;0;;;
57710;0;;;
57730;0;;;
57750;0;;;
57770;0;;;
57790;0;;;
57810;0;;;
57830;0;;;
57850;0;;;
57870;0;;;
57890;0;;;
57910;0;;;
57930;0;;;
57950;0;;;
57970;0;;;
57990;0;;;
58010;0;;;
58030;0;;;
58050;0;;;
58070;0;;;
58090;0;;;
58110;0;;;
58130;0;;;
58150;0;;;
58170;0;;;
58190;0;;;
58210;0;;;
58230;0;;;
58250;0;;;
58270;0;;;
58290;0;;;
58310;0;;;
58330;0;;;
58350;0;;;
58370;0;;;
58390;0;;;
58410;0;;;
58430;0;;;
58450;0;;;
58470;0;;;
58490;0;;;
58510;0;;;
58530;0;;;
58550;0;;;
58570;0;;;
58590;0;;;
58610;0;;;
58630;0;;;
58650;0;;;
58670;0;;;
58690;0;;;
58710;0;;;
58730;0;;;
58750;0;;;
58770;0;;;
58790;0;;;
58810;0;;;
58830;0;;;
58850;0;;;
58870;0;;;
58890;0;;;
58910;0;;;
58930;0;;;
58950;0;;;
58970;0;;;
58990;0;;;
59010;0;;;
59030;0;;;
59050;0;;;
59070;0;;;
59090;0;;;
59110;0;;;
59130;0;;;
59150;0;;;
59170;0;;;
59190;0;;;
59210;0;;;
59230;0;;;
59250;0;;;
59270;0;;;
59290;0;;;
59310;0;;;
59330;0;;;
59350;0;;;
59370;0;;;
59390;0;;;
59410;0;;;
59430;0;;;
59450;0;;;
59470;0;;;
59490;0;;;
59510;0;;;
59530;0;;;
59550;0;;;
59570;0;;;
59590;0;;;
59610;0;;;
59630;0;;;
59650;0;;;
59670;0;;;
59690;0;;;
59710;0;;;
59730;0;;;
59750;0;;;
59770;0;;;
59790;0;;;
59810;0;;;
59830;0;;;
59850;0;;;
59870;0;;;
59890;0;;;
59910;0;;;
59930;0;;;
59950;0;;;
59970;0;;;
59990;0;;;
60010;0;;;
60030;0;;;
60050;0;;;
60070;0;;;
60090;0;;;
60110;0;;;
60130;0;;;
60150;0;;;
60170;0;;;
60190;0;;;
60210;0;;;
60230;0;;;
60250;0;;;
60270;0;;;
60290;0;;;
60310;0;;;
60330;0;;;
60350;0;;;
60370;0;;;
60390;0;;;
60410;0;;;
60430;0;;;
60450;0;;;
60470;0;;;
60490;0;;;
60510;0;;;
60530;0;;;
60550;0;;;
60570;0;;;
60590;0;;;
60610;0;;;
60630;0;;;
60650;0;;;
60670;0;;;
60690;0;;;
60710;0;;;
60730;0;;;
60750;0;;;
60770;0;;;
60790;0;;;
60810;0;;;
60830;0;;;
60850;0;;;
60870;0;;;
60890;0;;;
60910;0;;;
60930;0;;;
60950;0;;;
60970;0;;;
60990;0;;;
61010;0;;;
61030;0;;;
61050;0;;;
61070;0;;;
61090;0;;;
61110;0;;;
61130;0;;;
61150;0;;;
61170;0;;;
61190;0;;;
61210;0;;;
61230;0;;;
61250;0;;;
61270;0;;;
61290;0;;;
61310;0;;;
61330;0;;;
61350;0;;;
61370;0;;;
61390;0;;;
61410;0;;;
61430;0;;;
61450;0;;;
61470;0;;;
61490;0;;;
61510;0;;;
61530;0;;;
61550;0;;;
61570;0;;;
61590;0;;;
61610;0;;;
61630;0;;;
61650;0;;;
61670;0;;;
61690;0;;;
61710;0;;;
61730;0;;;
61750;0;;;
61770;0;;;
61790;0;;;
61810;0;;;
61830;0;;;
61850;0;;;
61870;0;;;
61890;0;;;
61910;0;;;
61930;0;;;
61950;0;;;
61970;0;;;
61990;0;;;
62010;0;;;
62030;0;;;
62050;0;;;
62070;0;;;
62090;0;;;
62110;0;;;
62130;0;;;
62150;0;;;
62170;0;;;
62190;0;;;
62210;0;;;
62230;0;;;
62250;0;;;
62270;0;;;
62290;0;;;
62310;0;;;
62330;0;;;
62350;0;;;
62370;0;;;
62390;0;;;
62410;0;;;
62430;0;;;
62450;0;;;
62470;0;;;
62490;0;;;
62510;0;;;
62530;0;;;
62550;0;;;
62570;0;;;
62590;0;;;
62610;0;;;
62630;0;;;
62650;0;;;
62670;0;;;
62690;0;;;
62710;0;;;
62730;0;;;
62750;0;;;
62770;0;;;
62790;0;;;
62810;0;;;
62830;0;;;
62850;0;;;
62870;0;;;
62890;0;;;
62910;0;;;
62930;0;;;
62950;0;;;
62970;0;;;
62990;0;;;
63010;0;;;
63030;0;;;
63050;0;;;
63070;0;;;
63090;0;;;
63110;0;;;
63130;0;;;
63150;0;;;
63170;0;;;
63190;0;;;
63210;0;;;
63230;0;;;
63250;0;;;
63270;0;;;
63290;0;;;
63310;0;;;
63330;0;;;
63350;0;;;
63370;0;;;
63390;0;;;
63410;0;;;
63430;0;;;
63450;0;;;
63470;0;;;
63490;0;;;
63510;0;;;
63530;0;;;
63550;0;;;
63570;0;;;
63590;0;;;
63610;0;;;
63630;0;;;
63650;0;;;
63670;0;;;
63690;0;;;
63710;0;;;
63730;0;;;
63750;0;;;
63770;0;;;
63790;0;;;
63810;0;;;
63830;0;;;
63850;0;;;
63870;0;;;
63890;0;;;
63910;0;;;
63930;0;;;
63950;0;;;
63970;0;;;
63990;0;;;
64010;0;;;
64030;0;;;
64050;0;;;
64070;0;;;
64090;0;;;
64110;0;;;
64130;0;;;
64150;0;;;
64170;0;;;
64190;0;;;
64210;0;;;
64230;0;;;
64250;0;;;
64270;0;;;
64290;0;;;
64310;0;;;
64330;0;;;
64350;0;;;
64370;0;;;
64390;0;;;
64410;0;;;
64430;0;;;
64450;0;;;
64470;0;;;
64490;0;;;
64510;0;;;
64530;0;;;
64550;0;;;
64570;0;;;
64590;0;;;
64610;0;;;
64630;0;;;
64650;0;;;
64670;0;;;
64690;0;;;
64710;0;;;
64730;0;;;
64750;0;;;
64770;0;;;
64790;0;;;
64810;0;;;
64830;0;;;
64850;0;;;
64870;0;;;
64890;0;;;
64910;0;;;
64930;0;;;
64950;0;;;
64970;0;;;
64990;0;;;
65010;0;;;
65030;0;;;
65050;0;;;
65070;0;;;
65090;0;;;
65110;0;;;
65130;0;;;
65150;0;;;
65170;0;;;
65190;0;;;
65210;0;;;
65230;0;;;
65250;0;;;
65270;0;;;
65290;0;;;
65310;0;;;
65330;0;;;
65350;0;;;
65370;0;;;
65390;0;;;
65410;0;;;
65430;0;;;
65450;0;;;
65470;0;;;
65490;0;;;
65510;0;;;
65530;0;;;
65550;0;;;
65570;0;;;
65590;0;;;
65610;0;;;
65630;0;;;
65650;0;;;
65670;0;;;
65690;0;;;
65710;0;;;
65730;0;;;
65750;0;;;
65770;0;;;
65790;0;;;
65810;0;;;
65830;0;;;
65850;0;;;
65870;0;;;
65890;0;;;
65910;0;;;
65930;0;;;
65950;0;;;
65970;0;;;
65990;0;;;
66010;0;;;
66030;0;;;
66050;0;;;
66070;0;;;
66090;0;;;
66110;0;;;
66130;0;;;
66150;0;;;
66170;0;;;
66190;0;;;
66210;0;;;
66230;0;;;
66250;0;;;
66270;0;;;
66290;0;;;
66310;0;;;
66330;0;;;
66350;0;;;
66370;0;;;
66390;0;;;
66410;0;;;
66430;0;;;
66450;0;;;
66470;0;;;
66490;0;;;
66510;0;;;
66530;0;;;
66550;0;;;
66570;0;;;
66590;0;;;
66610;0;;;
66630;0;;;
66650;0;;;
66670;0;;;
66690;0;;;
66710;0;;;
66730;0;;;
66750;0;;;
66770;0;;;
66790;0;;;
66810;0;;;
66830;0;;;
66850;0;;;
66870;0;;;
66890;0;;;
66910;0;;;
66930;0;;;
66950;0;;;
66970;0;;;
66990;0;;;
67010;0;;;
67030;0;;;
67050;0;;;
67070;0;;;
67090;0;;;
67110;0;;;
67130;0;;;
67150;0;;;
67170;0;;;
67190;0;;;
67210;0;;;
67230;0;;;
67250;0;;;
67270;0;;;
67290;0;;;
67310;0;;;
67330;0;;;
67350;0;;;
67370;0;;;
67390;0;;;
67410;0;;;
67430;0;;;
67450;0;;;
67470;0;;;
67490;0;;;
67510;0;;;
67530;0;;;
67550;0;;;
67570;0;;;
67590;0;;;
67610;0;;;
67630;0;;;
67650;0;;;
67670;0;;;
67690;0;;;
67710;0;;;
67730;0;;;
67750;0;;;
67770;0;;;
67790;0;;;
67810;0;;;
67830;0;;;
67850;0;;;
67870;0;;;
67890;0;;;
67910;0;;;
67930;0;;;
67950;0;;;
67970;0;;;
67990;0;;;
68010;0;;;
68030;0;;;
68050;0;;;
68070;0;;;
68090;0;;;
68110;0;;;
68130;0;;;
68150;0;;;
68170;0;;;
68190;0;;;
68210;0;;;
68230;0;;;
68250;0;;;
68270;0;;;
68290;0;;;
68310;0;;;
68330;0;;;
68350;0;;;
68370;0;;;
68390;0;;;
68410;0;;;
68430;0;;;
68450;0;;;
68470;0;;;
68490;0;;;
68510;0;;;
68530;0;;;
68550;0;;;
68570;0;;;
68590;0;;;
68610;0;;;
68630;0;;;
68650;0;;;
68670;0;;;
68690;0;;;
68710;0;;;
68730;0;;;
68750;0;;;
68770;0;;;
68790;0;;;
68810;0;;;
68830;0;;;
68850;0;;;
68870;0;;;
